날짜,출처,제목,본문 요약 ,URL
2020.01.29.,제주의소리,총선 주자들 제2공항 갈등해법 민심 주목하라,"[제주의소리]와 제주新보, 제주MBC, 제주CBS가 설날을 맞아 실시한 여론조사 결과, 제주 제2공항 갈등해법으로 제2공항 건설을 전면 재검토해야 한다는 의견이 29.8%로 가장 높게 나타났다. 도민들은 제2공항 건설에 '반대한다...",http://www.jejusori.net/news/articleView.html?idxno=311170
,조선비즈언론사,"제주시, 녹지국제병원 허가 4개월만에 취소…녹지측 행정소송 걸 듯",이번 허가 취소는 녹지국제병원 측이 조건부 허가를 거부한 것이나 다름없어 제주도와의 갈등이 심화될 것으로 보인다. 원희룡 제주지사는 17일 오전 제주도청 기자실에서 기자회견을 갖고 병원 측의 의견 등을 종합한...,http://biz.chosun.com/site/data/html_dir/2019/04/17/2019041701110.html
2019.11.20.,제주의소리,문재인 대통령 '제주 제2공항' 발언 해석 동상이몽,"ⓒ제주의소리 문재인 대통령이 19일 방 생방송으로 진행된 '국민과의 대화'에서 제주 제2공항 갈등 문제와 관련한 발언에 대한 해석을 놓고 동상이몽이다. 원희룡 도지사가 ""도민들이 제2공항을 선택했다""는 발언에 주목한...",http://www.jejusori.net/news/articleView.html?idxno=309009
A17면1단,매일경제,"한국GM, 제주·창원 물류센터 폐쇄…노사 갈등 재점화 우려",노사 갈등이 재점화되는 게 아니냐는 불안감이 커지고 있다. 13일 전국금속노동조합 한국GM지부에 따르면 한국GM은 지난 6일 노동조합 정비부품지회에 '부품창고 통합 관련 노사협의 요청' 공문을 발송했다. 공문에는 제주...,http://news.mk.co.kr/newsRead.php?no=152256&year=2020
2019.11.15.,제주의소리,"제주도의회, '제2공항 갈등해소 특위' 구성한다!…활동범위 놓고는 '분분'",ⓒ제주의소리 제주도의회 김태석 의장 등 2명이 발의한 '제주 제2공항 갈등해소를 위한 도민 공론화 지원 특별위원회 구성 결의안'이 우여곡절 끝에 의회운영위원회 문턱을 넘었다. 하지만 결의안 명칭에서부터...,http://www.jejusori.net/news/articleView.html?idxno=308813
,한겨레언론사,촘스키·스타이넘 등 외국 학자·활동가 507명 ‘제주 2공항 중단’ 국제청원 동참,"이들은 “제주도의회가 지난달 ‘제주 2공항 갈등 해소를 위한 특별위원회’를 결성할 것을 의결해 도민 의견 수렴과 공론화를 위한 절차를 밟고 있다”며 “환경부와 국토부는 도민 의견을 수렴하고, 제주도의회의 특위...",http://www.hani.co.kr/arti/society/society_general/921335.html
2020.01.31.,JIBS,"제주도-제2공항 특위, 갈등해소 협력 약속",제주자치도와 도의회 제2공항 갈등해소 특별위원회가 제2공항 문제 해결을 위한 협력을 약속했습니다. 원희룡 지사와 도의회 제2공항 특위는 오늘(31일) 오전 9시 30분 도청에서 비공개로 간담회를 가졌습니다. 40분 동안...,http://www.jibs.co.kr/news/articles/articlesDetail/8356?feed=na
2020.01.02.,제주의소리,"""제2공항 갈등해소 총력…갈등조정자 역할 완수할 것""","지난 11월28일 국회와 청와대를 방문해 '제2공항 건설 갈등 해소 및 제주도민 자기결정권 확보를 위한 건의문'을 전달했고, 12월20일에는 국토교통부를 방문해 특위에서 추진하고 있는 도민의견수렴 결과를 최대한 존중해줄...",http://www.jejusori.net/news/articleView.html?idxno=310267
2019.12.18.,뉴시스,"원희룡·도의회 ‘의원 재량사업비’ 갈등, 제주도 ""오해다, 유감""","제주도의회 의원들에게 10억원씩 배분해온 ‘재량사업비(지역현안 사업비)’에 대한 원희룡 제주지사의 발언을 두고, 제주도와 도의회 간 갈등이 격화한 가운데 김현민 도 기획조정실장이 유감의 뜻을 표명했다. 김현민...",http://www.newsis.com/view/?id=NISX20191218_0000864830&cID=10813&pID=10800
2019.11.15.,JIBS,"제주 제2공항 갈등 해소 특위 구성, 위원까지 선임","건설 갈등 해소를 위한 특별위원회 선임의 건을 상정해 더불어민주당 강성의, 강민수, 고현수, 박원철, 조훈배, 홍명환 의원과 김장영 교육의원을 특위 위원으로 선임했습니다. JIBS 신윤경 기자 <저작권자 ⓒ JIBS 제주방...",http://www.jibs.co.kr/news/articles/articlesDetail/7615?feed=na
2020.01.24.,제주의소리,"""동물테마파크 갈등관리 전문가 파견? 명백한 허위사실""","원희룡 제주도지사가 설 명절을 앞두고 모 언론과의 인터뷰에서 '제주동물테마파크 갈등 해소를 위해 갈등관리 전문기관을 파견했다'고 밝힌 가운데, 동물테마파크 사업에 반대하는 지역 주민들이 이를 반박하고 나섰다....",http://www.jejusori.net/news/articleView.html?idxno=311110
2020.01.06.,국민일보,"제주 제2공항, 새해에도 첨예한 갈등 예고","박원철(더불어민주당, 제주시 한림읍) 갈등 해소 특위 위원장은 “원인 파악이 갈등 해소의 첫 단계”라며 “문제를 해결하기 위해서는 갈등의 형체를 정확히 알 필요가 있다”고 결정의 배경을 설명했다. 같은 날...",http://news.kmib.co.kr/article/view.asp?arcid=0014100581&code=61122027&cp=nv
,한겨레언론사,MB 정부 외상센터 졸속 추진…이국종-아주대 병원 갈등 키웠다,간호사 인건비 등을 놓고 이국종 교수와 아주대 병원 사이에 빚어진 갈등의 이면에는 이명박 정부 당시... 60만인 제주도권역외상센터가 인구 편차에 따른 고려 없이 일률적인 규모와 지원 속에 들어선 것이 화근이...,http://www.hani.co.kr/arti/area/capital/925253.html
,BBS,제주도의회 제2공항 갈등 해소 특위 1차 회의,제주도의회 제2공항 갈등 해소를 위한 특별위원회는 오늘(26일) 서울역 KTX 회의실에서 지난 23일 구성한 갈등해소 전문가를 위촉하고 제1차 회의를 진행했습니다. 이번에 구성된 전문가 위원회는 도민의견 수렴 계획...,http://news.bbsi.co.kr/news/articleView.html?idxno=966125
2020.01.05.,스포츠서울,"오리온·삼다수, 먹는 '물 난리'로 앓는 제주도",수원지로 하는 제품뿐만 아니라 다양한 카테고리로 물 시장점유율 싸움이 치열한 가운데 삼다수 노사 갈등이나 오리온-제주도 측 갈등이 장기화될 경우 점유율은 물론 이미지에도 타격을 입을 수 있다”고 전망했다.,http://www.sportsseoul.com/news/read/868698
2020.01.09.,연합뉴스,"제주 제2공항 반대 도보 순례…""공항 하나로 충분""","비상도민회의는 ""벌써 제주 제2공항 건설 갈등이 5년째로 접어들었다""며 ""이제 해묵은 갈등을 매듭짓기 위해 제주도의회가 제2공항 갈등 해결을 위한 특별위원회를 만들어 도민 의견을 모아내려고 한다""고 말했다. 이들은...",http://yna.kr/AKR20200109091500056?did=1195m
2020.01.09.,연합뉴스,"제주 제2공항 반대 도보 순례…""공항 하나로 충분""","비상도민회의는 ""벌써 제주 제2공항 건설 갈등이 5년째로 접어들었다""며 ""이제 해묵은 갈등을 매듭짓기 위해 제주도의회가 제2공항 갈등 해결을 위한 특별위원회를 만들어 도민 의견을 모아내려고 한다""고 말했다. 이들은...",http://yna.kr/AKR20200109091500056?did=1195m
2019.11.15.,헤드라인제주,제주도의회 '제2공항 갈등해소 특위 구성' 결의안 통과,"제주사회를 첨예한 대립과 갈등으로 몰아넣은 제주 제2공항 문제를 해결하기 위한 제주특별자치도의회의 특별위원회가 구성된다. 제주도의회는 15일 오후 2시 제378회 제2차 정례회 제1차 본회의를 열고, '제2공항 건설...",http://www.headlinejeju.co.kr/news/articleView.html?idxno=401569
2019.12.10.,JIBS,갈등해소 예산 두고 '대립각',제주자치도가 갈등해소를 위한 학술용역 예산을 사실상 거부했는데요. 도의회 특위가 반발 수위를 높이고 나섰습니다. 조창범 기잡니다. (리포트) 제주자치도의회 제2공항 갈등해소 특위 활동에 제동이 걸렸습니다....,http://www.jibs.co.kr/news/replay/viewNewsReplayDetail/2019121023075649150?feed=na
2019.11.25.,연합뉴스,"제주도의회 ""도, 제2공항 찬성 편향…갈등해소 노력 부족""","강성의 의원은 ""제2공항을 어떻게 할 것인지에 대해 도민 합의가 정확히 이뤄지지 않은 상황""이라면서 ""제주도의회는 갈등 해소 특별위원회를 통해 의견 수렴을 하고자 하는데 제주도는 제2공항 주거단지도시개발 사업을...",http://yna.kr/AKR20191125101900056?did=1195m
2019.12.26.,제주의소리,제주도의회 제2공항 갈등해소 '전문가委' 활동 본격,"제주도의회 제2공항 갈등해소 특별위원회 박원철 위원장(왼쪽에서 세번째)는 26일 서울 KTX역 회의실에서 갈등해소 전문가 5명에게 위촉장을 전달했다. 왼쪽부터 은재호 , 김학린, 박원철, 이선우, 심준섭, 김희경 위원....",http://www.jejusori.net/news/articleView.html?idxno=310136
2019.12.19.,뉴스제주,2019년 제주환경 10가지 중요 사안은?,"19일 환경운동연합은 ""2019년도 개발행정에 대한 날선 비판으로 가득 찼고, 도민의 민의와 공론화에 무관심한 원희룡 도정""이라며 ""제주사회 갈등은 매우 심각한 수준으로 커졌다""고 진단했다. 이어 ""특히 민선7기 2년 차에...",http://www.newsjeju.net/news/articleView.html?idxno=337735
2019.10.29.,뉴시스,제주 제2공항 반대 ‘공론화 특위 촉구’ 필리버스터 돌입,제주 제2공항 건설 갈등 해소를 위한 도민 공론화 지원 특별위원회 구성 결의안(도민공론화 특위) 통과를 촉구하며 제2공항 건설 반대단체가 필리버스터 집회에 돌입했다. 제주 제2공항 강행저지 비상도민회의는 29일 오전...,http://www.newsis.com/view/?id=NISX20191029_0000813121&cID=10899&pID=10800
2019.10.28.,뉴스1,찬반 갈등 제주국립공원 확대지정 도민토론회 개최,"제주도 사회협약위원회는 11월 7일 오후 2시 제주상공회의소 국제회의장(5층)에서 제주국립공원 확대지정과... 토론회 결과 등을 종합해 국립공원 확대 지정 관련 갈등해소 방안을 마련하고 권고안을 제출하겠다""고 말했다.",http://news1.kr/articles/?3754116
2019.10.31.,연합뉴스,"제주도의회, 2공항 공론화 결의안 심사 다음 회기로(종합)",도의회 운영위원회는 31일 '제주 제2공항 건설 갈등 해소를 위한 도민 공론화 지원 특별위원회 구성 결의안'과 '제주도의회 공론조사 특별위원회 구성을 반대하는 청원의 건'을 일괄 상정해 의원 거수투표를 거쳐 심사...,http://yna.kr/AKR20191031108051056?did=1195m
2019.12.24.,제주신보,제주 시설공단 내년 7월 출범 불가능,"이어 ""이해 당사자 간 합리적인 협의가 없는 현 상태에서 시설공단 설립이 제주 공직사회마저 새로운 갈등으로 몰아넣을 수 있어 심도 높은 논의가 선행돼야 한다""고 덧붙였다. 그러나 의장 직권으로 상임위 통과 안건을...",http://www.jejunews.com/news/articleView.html?idxno=2153338
2019.11.15.,제주도민일보,제주도의회 제2공항 갈등 해소 특위 활동 본격화,"박원철 위원장 등은 제1차 회의가 끝난 후 의회기자실을 방문해 ""다소 부침이 있기 했지만, 제주도를 위하고, 갈등조정 노력을 통해 소기의 성과를 거뒀다""며 ""앞으로 어떠한 예단도 갖지 않고 활동하겠다""고 말했다. 이어...",http://www.jejudomin.co.kr/news/articleView.html?idxno=117784
19면,파이낸셜뉴스,오리온 - 제주도 ‘물 전쟁’ 일단락..‘제주용암수’ 국내서 제한적 판매,그동안 오리온과 제주도는 용암해수 공급과 제주용암수 판매 방식에 대한 이견으로 갈등을 빚었다. 국내 1위 생수 제주삼다수를 생산하는 제주개발공사와 영업 충돌이 가장 주된 이유였다. 이번 협상이 마무리되면서...,http://www.fnnews.com/news/202001301824568127
2020.01.28.,제주신보,"""힘찬 변화 통한 새로운 제주, 새로운 정치 구현""",또한 갈등의 섬이 된 제주가 다시 공동체 가치를 회복하기 위해 협의의 장을 확대해 도민의 의견을 수렴해야 한다. 정치와 정책이 갈등을 해결할 수 있어야 한다. -제주 제2공항 건설 갈등에 대한 입장과 해결 방안은....,http://www.jejunews.com/news/articleView.html?idxno=2155720
2019.12.16.,제주의소리,제주도 '5조8229억' 새해예산안 확정…제2공항 갈등해소 예산 '부동의',이날 전체 예산안이 확정됐음에도 제주도는 '부동의' 사업에 대해서는 예산배정 자체를 하지 않을 방침이어서 향후 제주도의회 제2공항 갈등해결 특별위원회 활동에 차질이 예상된다. 원희룡 지사는 예산안 의결에...,http://www.jejusori.net/news/articleView.html?idxno=309793
2020.01.03.,헤드라인제주,"제2공항 갈등해소 특위, 원희룡 지사 면담 추진",ⓒ헤드라인제주 제주특별자치도의회 제2공항 건설사업 갈등해소 특별위원회(위원장 박원철)가 원희룡 제주도지사를 만나 갈등해소 활동에 협조할 것을 요구하기로 했다. 제2공항 특별위원회는 3일 낮 12시 제5차 회의...,http://www.headlinejeju.co.kr/news/articleView.html?idxno=405668
2019.11.19.,뉴시스,원희룡 제주지사 “제2공항 갈등에 민주당은 뭐하고 있었나”,해당 발언은 제2공항 갈등과 관련해 “빠져나가지 말고 액션을 보여 달라”는 현길호 제주도의원(더불어민주당·제주시 조천읍)의 질문에 답하는 과정에서 나왔다. 도정질문에 나선 현 의원은 “제2공항 사업이 쉽게...,http://www.newsis.com/view/?id=NISX20191119_0000834545&cID=10813&pID=10800
2020.01.09.,제주일보,"""제주 제2공항 건설 멈춰야"" 도보 행진 나서","단체는 ""제주 제2공항 건설 갈등이 5년째로 접어들었다""며 ""해묵은 갈등을 매듭짓기 위해 제주도의회가 제2공항 갈등 해결을 위한 특별위원회를 만들어 도민 의견을 모아내려고 한다""고 밝혔다. 이들은 ""앞으로 제주섬을...",http://www.jejuilbo.net/news/articleView.html?idxno=137370
2019.11.18.,한겨레,"제주도의회, 특위는 구성했지만…제2공항 ‘공론화’ 난제","그러한 연장선에서 도울 것은 돕겠지만, 안 되는 것은 안 되는 것”이라며 공론화 반대 입장을 분명하게 밝혔다. 이에 따라 도의회 특위 활동에 따라 도의회와 제주도 간 갈등이 커질 전망이다.",http://www.hani.co.kr/arti/area/jeju/917428.html
2020.01.28.,뉴스1,올해 제주포럼 키워드 '다자주의' '협력정신',"간 갈등과 북한 핵미사일 보유 및 실험은 세계평화를 위협하고 있다. 이러한 위기 속에서 다자협력은 아시아의 평화와 번영에 필수요소로 부각하고 있고, 올해 제주포럼은 아시아의 다자협력을 증진하고 새로운...",http://news1.kr/articles/?3826225
2020.01.09.,헤드라인제주,"제2공항 강행 저지 도보순례 시작...""제주를 지켜낼 것""","그러면서, ""이제 해묵은 갈등을 이제는 매듭지어야 한다""며 ""제주도의회가 갈등해소특위를 만들어 도민의견을 모아내려고 하고 있는데, 이제 도민들의 시간으로, 이는 제주도의 미래가 걸린 문제""라고 강조했다. 이들은...",http://www.headlinejeju.co.kr/news/articleView.html?idxno=406127
2019.12.18.,헤드라인제주,"제주도의회 제2공항 갈등해소 특위, 20일 국토부 방문",ⓒ헤드라인제주 제주 제2공항 갈등을 해소하기 위해 출범한 제2공항 갈등해소 특별위원회(위원장 박원철)가 20일 국토교통부를 방문해 제2공항 고시 중단 등을 요구한다. 제2공항 갈등해소특위는 18일 오후 4시 제3차...,http://www.headlinejeju.co.kr/news/articleView.html?idxno=404342
2019.12.23.,노컷뉴스,제주도의원 재량비 언급은 제2공항 이슈덮기(?),"오히려 제주도내에 갈등을 더 증폭시키고 있는 부분이 저는 있다고 봅니다. 그래서 제주도는 제주도대로, 그리고 국토부는 국토부대로, 정부는 정부대로 전체적으로 명확한 자기 입장이나 앞으로의 전망이나 이런 것들을...",https://www.nocutnews.co.kr/news/5262826
2019.10.31.,프레시안,제주도의회 공론화 특위 구성 심사보류,당초 31일 처리 될것으로 예상됐던 '제주 제2공항 갈등 해소를 위한 도민공론화 지원 특별위원회 구성 결의안'이 제주도의회 의회 운영위원회에서 심사보류됐다. 이로써 회기가 끝나는 제377회 임시회 회기내 에는 제2공항...,http://www.pressian.com/news/article.html?no=263486&utm_source=naver&utm_medium=search
2019.12.31.,제주의소리,"""갈등과 진통 반드시 부정적 아니, 용광로 같은 도민합의 과정""","제주사회가 갈등, 현안이 있는 동안 시민사회 역할이 작지 않았다. 그렇게 이어지는 동안 지역 사회에서 역할이 커졌지만, NGO가 각각 단체 역할에 매진돼 통합할만한 인물이나 역량을 가진 단체가 없는 것이 아니냐는...",http://www.jejusori.net/news/articleView.html?idxno=310262
2020.02.05.,뉴스1,"송재호 ""균형발전·자치분권 제주에서 실현""…제주시 갑 출마 '기정사실'","송 전 위원장은 ""야당 도지사가 가진 한계 속에서 제주호가 가고자 하는 목적지는 여전히 모호하고, 제대로 가지도 못한 채 갈등으로 소중한 지역공동체가 흔들리고 있다""며 ""문재인 정부의 중심 국정과제인 제주 4·3을...",http://news1.kr/articles/?3834432
2019.12.17.,뉴시스,"구자헌 한국당 당협위원장, 21대 총선 제주시갑 출마 선언",그간 제주도민의 삶은 나아졌는지 의문”이라며 “제주의 갈등 현장에도 민주당은 없었다. 자유한국당에 책임을 떠넘길 뿐이었다”고 목소리를 높였다. 그러면서 “민주당은 제주 발전을 위한 진지한 고민 대신 인기에...,http://www.newsis.com/view/?id=NISX20191217_0000862800&cID=10813&pID=10800
,강원일보언론사,"법무부, 검찰 고위간부 인사 전격 단행…추미애 윤석열 갈등의 끝은?","조국 전 법무부 장관의 가족 비리와 청와대 감찰무마 의혹 수사를 지휘한 한동훈 대검 반부패강력부장은 부산고검 차장검사로, 청와대 선거개입 의혹을 수사 중인 박찬호 대검 공공수사부장은 제주지검장으로 각각...",http://www.kwnews.co.kr/view.asp?aid=220010700169&s=501
2019.12.30.,시사위크,'내홍 격화'… 위상 흔들리는 제주도개발공사,◇ 24년 만에 깨진 무노조 경영… 파업 장기화 조짐 제주도개발공사 노사 갈등이 격화되는 양상을 보이고 있다. 제주도개발공사 노동조합은 파업 나흘째인 30일 오전 제주시 조천읍 삼다수 본사에서 총파업 출정식을 열고...,http://www.sisaweek.com/news/articleView.html?idxno=129487
2019.11.19.,뉴시스,"“중립성 문제” 제2공항 갈등해소 특위위원 사임, 출발부터 '삐걱'",제주 제2공항 건설 갈등 해소를 위한 특별위원회 소속 위원 중 한 명이 특위 구성의 중립성을 문제 삼으면서 사퇴해 출발부터 삐걱대는 모양새다. 김장영 제주도의회 교육의원(제주시 중부)는 19일 보도자료를 내고...,http://www.newsis.com/view/?id=NISX20191119_0000834067&cID=10813&pID=10800
2020.01.02.,KBS,제주 제2공항 갈등…“경제·관광 활성화” vs “환경 수용력 한계”,지난해 11월 제주 제2공항 갈등해소를 위한 특별위원회를 출범한 제주도의회는 최근 갈등해소 전문가까지 위촉하며 본격 활동에 나섰습니다. 앞으로 다섯 달 동안 갈등해소와 도민 의견 수렴 방안을 모색할 예정입니다....,http://news.kbs.co.kr/news/view.do?ncd=4354384&ref=A
6일,한라일보,[선택2020/4·15총선 예비후보에게 듣는다] (12)제주시을 미래통합당 부상일 예비후보,▶제주 최대 갈등 현안으로 꼽히는 제2공항 건설에 대한 입장과 해법은 =제2공항의 문제는 발상의 전환에서 시작돼야 한다. 찬성과 반대로 얼룩져서 봉합하기 어려운 상황을 넘어서기 위해 새로운 해법이 반드시 필요하다....,http://www.ihalla.com/read.php3?aid=1581951600675083309
2019.11.25.,뉴스1,"""갈등조장"" vs ""행정절차""…제주도 제2공항 예산안 도마","제주도가 편성한 내년도 제주 제2공항 건설사업 관련 예산을 놓고 제주도의회는 '갈등 조장', 제주도는 '행정 절차'를 주장하며 신경전을 벌이고 있다. 제주도의회 환경도시위원회는 25일 제378회 도의회 제2차 정례회...",http://news1.kr/articles/?3777691
2020.01.09.,뉴스제주,제주 한 바퀴 돌며 도민들과 제2공항 담론,"해묵은 갈등을 매듭지어야 한다. 제주도의회가 어렵게 마련한 도민의 시간을 알차게, 값지게 채워야 한다""며 ""이번 도보순례를 통해 제주 전역에서의 도민들로부터 이야기를 듣고 제2공항 건설 갈등문제를 해결해...",http://www.newsjeju.net/news/articleView.html?idxno=338326
2020.01.31.,JIBS,제주도-제2공항 특위 협력 약속,"지난해 특위 예산지원 여부를 놓고 갈등을 보였지만, 첫 만남 분위기는 밝았습니다. -원희룡 / 제주자치도지사 ""오늘은 첫 만남인만큼 충분히 듣고 저희들이 협조할 부분이 있으면 협조하고, 토론할 부분이 있으면...",http://www.jibs.co.kr/news/replay/viewNewsReplayDetail/2020013123025495322?feed=na
2019.11.19.,파이낸셜뉴스,출발부터 ‘삐그덕’ 제주 제2공항 특위’…김장영 의원 사퇴,제주도의회가 제주 제2공항 찬반 갈등 해결을 위해 특별위원회를 구성했으나 위원 선임을 둘러싸고 중립성 논란이 제기되면서 출범초기부터 삐거덕대는 모양새다. 제주도의회 김장영 교육의원(제주시 중부)이 19일...,http://www.fnnews.com/news/201911191547416886
2019.12.23.,제주신보,제2공항 갈등해소 전문가위원회 추진 귀추,제주 제2공항 건설 갈등 해소를 위한 도민의견 수렴 과정을 객관적으로 추진할 전문가위원회가 구성된다. 7명으로 구성되는 전문가위원회는 위원장을 제외한 위원 구성은 사실상 완료됐다. 제주특별자치도의회 제2공항...,http://www.jejunews.com/news/articleView.html?idxno=2153244
2019.10.30.,뉴스1,"KEI ""제주 제2공항 입지 타당성 낮다""…국토부, 검토의견 묵살","제주 제2공항을 둘러싼 갈등과 관련해서는 ""주민과 협의기관, 승인기관, 시민단체 등 다양한 이해당사자가 참여하는 협의체 구성을 검토해야 한다""고 제안했다. 이어 ""이해당사자의 반대로 협의체 구성이 어려운 경우...",http://news1.kr/articles/?3756770
2020.01.12.,연합뉴스,"[줌in제주] 대기업들 '황금알 낳는 거위, 제주 물 자원을 잡아라'",제주도와 오리온의 '물 갈등'에는 제주도개발공사가 생산해 판매하는 제주삼다수의 독점적 시장 지위를 유지하려는 도의 바람이 숨겨져 있다는 분석이다. 오리온이 비록 제주 지하수가 아닌 용암해수를 이용한 음료를...,http://yna.kr/AKR20200110040600056?did=1195m
2019.11.21.,뉴시스,김경학 제주도의원 “제2공항 특위위원 자진사퇴” 에둘러 압박,"제주 제2공항 갈등 해소를 위해 도민의견을 모으겠다며 제주도의회가 특별위원회를 구성했지만, 도의회 내부에서 연일 비판 목소리가 나오고 있다. 김경학 제주도의회 운영위원장은 21일 오전 도의회 기자실에서 입장문을...",http://www.newsis.com/view/?id=NISX20191121_0000836660&cID=10813&pID=10800
2020.01.23.,제주도민일보,"제주지사, 도민만 바라본다더니…다른 둥지 선택","제주녹색당은 ""현재 제주도는 갈등의 섬, 쓰레기의 섬이라는 오명을 뒤집어 쓰고 있는데도 원지사는 갈등의 현장이 아닌 예능 TV 출연을 선택했고 우스꽝스러운 모습으로 제주특별자치도지사의 명예를 실추시키고...",http://www.jejudomin.co.kr/news/articleView.html?idxno=119977
2019.12.17.,파이낸셜뉴스,한국당 구자헌 제주시갑 출마…민주당 독주 16년 강한 비판,"하지만 도민의 삶이 나아졌는지 의문”이라며 “제주의 갈등 현장에도 민주당은 없었다. 자유한국당에 책임을 떠넘길 뿐”이라고 비판했다. 이어 ""최근에는 제주발전을 위한 진지하게 고민하는 대신, 인기에 영합해...",http://www.fnnews.com/news/201912171742238522
2019.12.10.,미디어제주,제2공항 갈등해소 특위 예산 제주도-의회 팽팽한 기싸움,제2공항 건설 갈등 해소방안을 찾기 위한 연구조사 용역비가 학술용역심의위원회에서 '재심의' 결정이 내려진 데 대해 제주도의회 제2공항 갈등 해소를 위한 특별위원회(이하 갈등해소 특위)가 유감의 뜻을 피력하고...,http://www.mediajeju.com/news/articleView.html?idxno=320123
2019.12.27.,연합뉴스,"[신년인터뷰] 김태석 제주도의회 의장 ""도민 갈등 봉합·조정에 집중""","▲ 새로운 추진보다 진행 중인 것을 아름답게 마무리하고 싶다. 제2공항 건설을 비롯한 여러 현안으로 제주 사회가 대립과 갈등에 휩싸여 있고, 미래비전도 흔들리고 있다. 갈등을 조정하고 봉합하는 역할에 집중하겠다.",http://yna.kr/AKR20191223136600056?did=1195m
2019.11.20.,뉴스1,"제주도의회, 제2공항 도민 의견수렴 방법 원점 재검토",제주도의회 제2공항 건설 갈등 해소를 위한 특별위원회는 20일 도의회 소회의실에서 제2차 회의를 열고 이 같은 내용의 활동계획서를 채택했다. 세부 내용을 보면 우선 특위는 제2공항 건설 관련 갈등 해소 방안을...,http://news1.kr/articles/?3773719
2020.01.09.,미디어제주,"""제주를 지키기 위해, 제주를 만나러 길을 나섭니다""","이에 순례단은 ""벌써 5년째로 접어든 해묵은 갈등을 이제는 매듭지어야 한다""며 제주도의회가 갈등해소 특위를 만들어 도민 의견을 모아내려고 하고 있는 현재 상황을 '도민들의 시간'이라고 규정했다. 특히 순례단은...",http://www.mediajeju.com/news/articleView.html?idxno=320708
2019.12.12.,JIBS,제주자치도 공공갈등분야 정책자문단 구성 운영,"정책자문단은 향후 2년간 제주에서 발생하는 공공갈등의 관리와 해결뿐만 아니라, 체계적인 공공갈등 관리를 위한 정책과 제도개선, 제주형 공공갈등관리시스템 구축 등을 담당하게 됩니다. JIBS 조창범 기자 <저작권자...",http://www.jibs.co.kr/news/articles/articlesDetail/7896?feed=na
2019.12.30.,뉴시스,[신년 인터뷰]김태석 제주도의회 의장 “제2공항 갈등 해소 총력”,“원희룡 제주지사가 제2공항 갈등 해소 특위 활동을 위한 예산에 '부동의'했지만 위축되지 않을 것”이라면서 “의회에 편성된 예산 가운데 집행할 수 있는 돈을 활용해 특위 활동에 지장이 없도록 최선의 노력을...,http://www.newsis.com/view/?id=NISX20191224_0000870500&cID=10813&pID=10800
5일,한라일보,[선택2020/4·15총선 예비후보에게 듣는다] 제주시을 선거구(13) 한나라당 차주홍 예비후보,▶제주 최대 갈등 현안으로 꼽히는 제2공항 건설에 대한 입장과 해법은 =제2공항은 찬성이다. 사람의 생각은 다르기 때문에 하나로 만들어 나가는 것은 정부의 몫이다. 왜 반대하는가를 철저히 파악해 슬기롭게...,http://www.ihalla.com/read.php3?aid=1582038000675208309
2019.11.15.,헤드라인제주,제주도의회 운영위 '제2공항 특위' 결의안 가결,ⓒ헤드라인제주 제주사회를 첨예한 대립과 갈등으로 몰아넣은 제주 제2공항 문제를 해결하기 위한 제주특별자치도의회의 특별위원회 구성 결의안이 상임위원회를 통과했다. 제주도의회 운영위원회는 15일 오전 10시...,http://www.headlinejeju.co.kr/news/articleView.html?idxno=401546
2020.01.06.,한겨레,국내 판매 놓고 제주도-오리온 갈등…‘제주 용암수’ 물길 끊기나,오리온이 ‘제주 용암수’를 출시한 지 한달여 만에 국내 시장 판매 기로에 놓이게 됐다. 제주도가 오리온 쪽이 ‘국내 판매 불가’ 약속을 어기고 국내 시장에 내놓았다며 사업계획서 제출을 요구하고 나섰기 때문이다....,http://www.hani.co.kr/arti/area/jeju/923325.html
2019.11.27.,파이낸셜뉴스,"‘삼다수’ 제주도, 오리온 ‘제주용암수’ 국내 시판 부정적 '논란'","한편 허인철 오리온 부회장은 26일 '제주용암수 출시 기자간담회'를 통해 ""제주용암수 제품을 내기 전 제주도의 승인을 받으면서 명백히 국내와 해외에서 판매 하겠다고 밝혔다“며 ”제주용암수를 놓고 제주도와 갈등을...",http://www.fnnews.com/news/201911271423473353
1일,제민일보,제주서부 4차산업 허브 육성…전문성 살려 세계 10위 관광선진국,또한 국제자유도시를 지향하는 제주도로서 '접급성 확보'를 위해 반드시 선결해야 할 과제이기도 하다. 그러나 최근 제2공항 건설을 둘러싼 각종 민원으로 도민사회의 분열과 갈등이 조장되고 있는 현실을 바라보며...,http://www.jemin.com/news/articleView.html?idxno=643589
2019.10.24.,뉴시스,"""제주 비자림로 환경영향평가 갈등조정협의체 구성""",광주·전남과 제주 지역 환경단체들이 24일 오전 광주시의회 시민소통실에서 기자회견을 열고 제주 비자림로 개발 환경영향평가 부실을 규탄하고 대책 마련을 촉구하는 기자회견을 열고 있다. 2019.10.24. wisdom21...,http://www.newsis.com/view/?id=NISI20191024_0015737451
2019.12.19.,제주의소리,제주환경운동연합 선정 2019 제주환경 10대 뉴스,그나마 제주도의회가 제2공항 갈등해소 특위를 구성하여 도민결정권을 확보하려는 노력을 하는 것과 도민사회의 반대여론이 꾸준히 높아지고 있다는 것은 희망적인 부분이다. 어째든 환경부의 제2공항 전략환경영향평가...,http://www.jejusori.net/news/articleView.html?idxno=309941
